CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes,DayOfWeek,Month,TimeSlot
CI012455,M0779,2025-08-10,6,Yoga,89,Sunday,2025-08,Early Morning
CI012456,M0779,2025-06-21,7,Spin,74,Saturday,2025-06,Early Morning
CI012457,M0779,2025-05-28,17,Pilates,42,Wednesday,2025-05,Evening
CI012458,M0779,2025-04-01,8,CrossFit,42,Tuesday,2025-04,Early Morning
CI012459,M0779,2025-07-03,10,Gym Floor,72,Thursday,2025-07,Morning
CI012460,M0779,2025-05-08,18,Cardio,54,Thursday,2025-05,Evening
CI012461,M0779,2025-04-05,6,CrossFit,48,Saturday,2025-04,Early Morning
CI012462,M0780,2025-08-09,17,Gym Floor,52,Saturday,2025-08,Evening
CI012463,M0780,2025-08-08,10,Gym Floor,75,Friday,2025-08,Morning
CI012464,M0780,2025-03-13,7,Strength Training,92,Thursday,2025-03,Early Morning
CI012465,M0780,2025-08-30,18,Yoga,53,Saturday,2025-08,Evening
CI012466,M0780,2025-08-16,6,Cardio,81,Saturday,2025-08,Early Morning
CI012467,M0780,2025-03-31,17,Yoga,35,Monday,2025-03,Evening
CI012468,M0780,2025-06-14,8,Zumba,53,Saturday,2025-06,Early Morning
CI012469,M0780,2025-03-27,9,HIIT,98,Thursday,2025-03,Early Morning
CI012470,M0780,2025-03-22,17,Gym Floor,84,Saturday,2025-03,Evening
CI012471,M0780,2025-05-28,16,HIIT,43,Wednesday,2025-05,Afternoon
CI012472,M0780,2025-03-01,17,Gym Floor,56,Saturday,2025-03,Evening
CI012473,M0780,2025-05-16,9,CrossFit,62,Friday,2025-05,Early Morning
CI012474,M0780,2025-07-27,16,Yoga,67,Sunday,2025-07,Afternoon
CI012475,M0780,2025-05-18,18,Strength Training,28,Sunday,2025-05,Evening
CI012476,M0780,2025-07-11,19,Gym Floor,38,Friday,2025-07,Evening
CI012477,M0780,2025-04-08,7,HIIT,42,Tuesday,2025-04,Early Morning
CI012478,M0780,2025-04-17,17,Pilates,32,Thursday,2025-04,Evening
CI012479,M0780,2025-03-17,7,Gym Floor,59,Monday,2025-03,Early Morning
CI012480,M0780,2025-03-10,21,Gym Floor,39,Monday,2025-03,Night
CI012481,M0780,2025-03-11,19,Gym Floor,69,Tuesday,2025-03,Evening
CI012482,M0780,2025-06-27,10,Gym Floor,79,Friday,2025-06,Morning
CI012483,M0780,2025-06-23,21,Pilates,61,Monday,2025-06,Night
CI012484,M0780,2025-06-26,17,Gym Floor,55,Thursday,2025-06,Evening
CI012485,M0780,2025-05-08,7,Gym Floor,60,Thursday,2025-05,Early Morning
CI012486,M0780,2025-07-20,17,Gym Floor,59,Sunday,2025-07,Evening
CI012487,M0780,2025-05-31,8,Gym Floor,46,Saturday,2025-05,Early Morning
CI012488,M0780,2025-08-26,11,CrossFit,66,Tuesday,2025-08,Morning
CI012489,M0780,2025-08-20,7,Gym Floor,53,Wednesday,2025-08,Early Morning
CI012490,M0780,2025-07-01,16,Gym Floor,75,Tuesday,2025-07,Afternoon
CI012491,M0780,2025-03-03,6,Gym Floor,32,Monday,2025-03,Early Morning
CI012492,M0780,2025-05-04,18,Gym Floor,59,Sunday,2025-05,Evening
CI012493,M0781,2025-05-31,7,Gym Floor,53,Saturday,2025-05,Early Morning
CI012494,M0781,2025-06-07,19,Spin,64,Saturday,2025-06,Evening
CI012495,M0781,2025-08-20,19,Pilates,35,Wednesday,2025-08,Evening
CI012496,M0781,2025-07-27,6,Pilates,59,Sunday,2025-07,Early Morning
CI012497,M0781,2025-03-20,17,Gym Floor,61,Thursday,2025-03,Evening
CI012498,M0781,2025-08-09,6,CrossFit,38,Saturday,2025-08,Early Morning
CI012499,M0781,2025-06-05,18,Yoga,49,Thursday,2025-06,Evening
CI012500,M0781,2025-08-28,8,Gym Floor,64,Thursday,2025-08,Early Morning
CI012501,M0781,2025-05-31,19,Gym Floor,41,Saturday,2025-05,Evening
CI012502,M0781,2025-04-07,18,Gym Floor,45,Monday,2025-04,Evening
CI012503,M0781,2025-03-14,11,Gym Floor,39,Friday,2025-03,Morning
CI012504,M0781,2025-04-11,20,Gym Floor,67,Friday,2025-04,Night
CI012505,M0781,2025-03-18,8,Gym Floor,70,Tuesday,2025-03,Early Morning
CI012506,M0781,2025-08-07,18,Gym Floor,52,Thursday,2025-08,Evening
CI012507,M0781,2025-03-02,7,Strength Training,38,Sunday,2025-03,Early Morning
CI012508,M0781,2025-07-19,8,Zumba,66,Saturday,2025-07,Early Morning
CI012509,M0781,2025-05-29,19,Gym Floor,67,Thursday,2025-05,Evening
CI012510,M0781,2025-07-12,6,Spin,103,Saturday,2025-07,Early Morning
CI012511,M0781,2025-07-26,11,CrossFit,71,Saturday,2025-07,Morning
CI012512,M0781,2025-08-07,16,Gym Floor,92,Thursday,2025-08,Afternoon
CI012513,M0781,2025-06-17,19,Cardio,61,Tuesday,2025-06,Evening
CI012514,M0781,2025-06-28,11,Gym Floor,41,Saturday,2025-06,Morning
CI012515,M0781,2025-05-26,10,Spin,73,Monday,2025-05,Morning
CI012516,M0781,2025-08-13,19,Pilates,56,Wednesday,2025-08,Evening
CI012517,M0781,2025-04-07,16,Yoga,43,Monday,2025-04,Afternoon
CI012518,M0783,2025-05-18,8,Spin,91,Sunday,2025-05,Early Morning
CI012519,M0783,2025-05-24,10,Gym Floor,47,Saturday,2025-05,Morning
CI012520,M0783,2025-03-07,18,Gym Floor,54,Friday,2025-03,Evening
CI012521,M0783,2025-03-02,19,Gym Floor,65,Sunday,2025-03,Evening
CI012522,M0783,2025-06-23,19,Zumba,69,Monday,2025-06,Evening
CI012523,M0783,2025-05-30,20,Pilates,44,Friday,2025-05,Night
CI012524,M0783,2025-03-05,10,Spin,48,Wednesday,2025-03,Morning
CI012525,M0783,2025-04-20,18,Zumba,53,Sunday,2025-04,Evening
CI012526,M0783,2025-06-12,19,Gym Floor,82,Thursday,2025-06,Evening
CI012527,M0783,2025-08-09,6,Pilates,65,Saturday,2025-08,Early Morning
CI012528,M0783,2025-08-08,20,Gym Floor,25,Friday,2025-08,Night
CI012529,M0783,2025-03-13,18,Gym Floor,84,Thursday,2025-03,Evening
CI012530,M0783,2025-04-12,7,Gym Floor,38,Saturday,2025-04,Early Morning
CI012531,M0783,2025-04-15,18,Yoga,38,Tuesday,2025-04,Evening
CI012532,M0783,2025-06-30,18,Yoga,28,Monday,2025-06,Evening
CI012533,M0783,2025-05-20,7,Spin,20,Tuesday,2025-05,Early Morning
CI012534,M0783,2025-05-30,18,Gym Floor,49,Friday,2025-05,Evening
CI012535,M0783,2025-05-16,17,HIIT,48,Friday,2025-05,Evening
CI012536,M0783,2025-06-24,20,Gym Floor,91,Tuesday,2025-06,Night
CI012537,M0783,2025-05-10,21,Gym Floor,85,Saturday,2025-05,Night
CI012538,M0783,2025-03-02,17,Gym Floor,81,Sunday,2025-03,Evening
CI012539,M0783,2025-04-16,7,Gym Floor,76,Wednesday,2025-04,Early Morning
CI012540,M0783,2025-05-25,18,CrossFit,56,Sunday,2025-05,Evening
CI012541,M0783,2025-08-30,7,HIIT,72,Saturday,2025-08,Early Morning
CI012542,M0783,2025-07-06,6,Gym Floor,60,Sunday,2025-07,Early Morning
CI012543,M0783,2025-04-06,6,Yoga,68,Sunday,2025-04,Early Morning
CI012544,M0783,2025-03-22,11,Gym Floor,40,Saturday,2025-03,Morning
CI012545,M0783,2025-05-11,7,Strength Training,49,Sunday,2025-05,Early Morning
CI012546,M0783,2025-07-26,6,Strength Training,56,Saturday,2025-07,Early Morning
CI012547,M0783,2025-04-16,20,Pilates,104,Wednesday,2025-04,Night
CI012548,M0783,2025-06-01,9,Yoga,47,Sunday,2025-06,Early Morning
CI012549,M0783,2025-07-20,7,Gym Floor,49,Sunday,2025-07,Early Morning
CI012550,M0783,2025-08-11,19,Cardio,44,Monday,2025-08,Evening
CI012551,M0783,2025-06-15,16,Gym Floor,63,Sunday,2025-06,Afternoon
CI012552,M0783,2025-05-12,18,Gym Floor,28,Monday,2025-05,Evening
CI012553,M0783,2025-06-02,10,Gym Floor,43,Monday,2025-06,Morning
CI012554,M0783,2025-03-06,18,Spin,33,Thursday,2025-03,Evening
CI012555,M0783,2025-07-01,20,Pilates,54,Tuesday,2025-07,Night
CI012556,M0783,2025-07-15,18,Gym Floor,77,Tuesday,2025-07,Evening
CI012557,M0783,2025-07-14,6,Gym Floor,82,Monday,2025-07,Early Morning
CI012558,M0784,2025-03-11,6,CrossFit,76,Tuesday,2025-03,Early Morning
CI012559,M0784,2025-04-24,11,Cardio,75,Thursday,2025-04,Morning
CI012560,M0784,2025-07-06,12,Strength Training,43,Sunday,2025-07,Morning
CI012561,M0784,2025-04-09,10,Gym Floor,46,Wednesday,2025-04,Morning
CI012562,M0784,2025-03-29,18,Pilates,42,Saturday,2025-03,Evening
CI012563,M0785,2025-05-19,18,Gym Floor,60,Monday,2025-05,Evening
CI012564,M0785,2025-07-12,6,Cardio,81,Saturday,2025-07,Early Morning
CI012565,M0785,2025-05-24,19,Gym Floor,65,Saturday,2025-05,Evening
CI012566,M0785,2025-07-27,17,Spin,67,Sunday,2025-07,Evening
CI012567,M0785,2025-03-27,8,CrossFit,38,Thursday,2025-03,Early Morning
CI012568,M0785,2025-03-15,16,Gym Floor,55,Saturday,2025-03,Afternoon
CI012569,M0785,2025-04-09,16,Yoga,24,Wednesday,2025-04,Afternoon
CI012570,M0785,2025-04-05,18,Gym Floor,40,Saturday,2025-04,Evening
CI012571,M0785,2025-07-13,11,HIIT,84,Sunday,2025-07,Morning
CI012572,M0785,2025-07-27,17,Gym Floor,56,Sunday,2025-07,Evening
CI012573,M0785,2025-07-06,10,CrossFit,77,Sunday,2025-07,Morning
CI012574,M0785,2025-08-25,8,Gym Floor,41,Monday,2025-08,Early Morning
CI012575,M0785,2025-06-15,19,Gym Floor,39,Sunday,2025-06,Evening
CI012576,M0785,2025-03-16,8,Gym Floor,49,Sunday,2025-03,Early Morning
CI012577,M0785,2025-04-12,17,Gym Floor,58,Saturday,2025-04,Evening
CI012578,M0785,2025-07-27,19,Cardio,52,Sunday,2025-07,Evening
CI012579,M0785,2025-07-08,19,CrossFit,35,Tuesday,2025-07,Evening
CI012580,M0785,2025-03-25,20,Cardio,64,Tuesday,2025-03,Night
CI012581,M0785,2025-08-15,12,Zumba,72,Friday,2025-08,Morning
CI012582,M0785,2025-07-29,16,Gym Floor,45,Tuesday,2025-07,Afternoon
CI012583,M0785,2025-07-21,8,CrossFit,58,Monday,2025-07,Early Morning
CI012584,M0785,2025-05-25,16,Gym Floor,69,Sunday,2025-05,Afternoon
CI012585,M0785,2025-06-06,6,HIIT,44,Friday,2025-06,Early Morning
CI012586,M0786,2025-07-04,6,Gym Floor,50,Friday,2025-07,Early Morning
CI012587,M0786,2025-04-24,11,Gym Floor,40,Thursday,2025-04,Morning
CI012588,M0786,2025-05-26,19,Gym Floor,56,Monday,2025-05,Evening
CI012589,M0786,2025-05-17,18,Yoga,47,Saturday,2025-05,Evening
CI012590,M0786,2025-06-24,6,HIIT,58,Tuesday,2025-06,Early Morning
CI012591,M0786,2025-07-31,11,Gym Floor,98,Thursday,2025-07,Morning
CI012592,M0786,2025-07-15,18,Pilates,53,Tuesday,2025-07,Evening
CI012593,M0786,2025-08-15,19,Cardio,53,Friday,2025-08,Evening
CI012594,M0786,2025-06-16,18,Pilates,66,Monday,2025-06,Evening
CI012595,M0786,2025-08-01,7,Gym Floor,69,Friday,2025-08,Early Morning
CI012596,M0786,2025-08-28,19,Gym Floor,20,Thursday,2025-08,Evening
CI012597,M0786,2025-04-18,9,HIIT,63,Friday,2025-04,Early Morning
CI012598,M0786,2025-03-22,17,Pilates,58,Saturday,2025-03,Evening
CI012599,M0786,2025-04-29,8,Gym Floor,60,Tuesday,2025-04,Early Morning
CI012600,M0786,2025-04-27,9,Cardio,47,Sunday,2025-04,Early Morning
CI012601,M0786,2025-08-25,6,HIIT,44,Monday,2025-08,Early Morning
CI012602,M0786,2025-06-16,9,Gym Floor,60,Monday,2025-06,Early Morning
CI012603,M0786,2025-06-22,9,CrossFit,54,Sunday,2025-06,Early Morning
CI012604,M0786,2025-07-21,17,Cardio,57,Monday,2025-07,Evening
CI012605,M0786,2025-06-12,17,Yoga,54,Thursday,2025-06,Evening
CI012606,M0787,2025-05-22,7,Yoga,47,Thursday,2025-05,Early Morning
CI012607,M0787,2025-05-16,11,Gym Floor,38,Friday,2025-05,Morning
CI012608,M0787,2025-03-30,16,Spin,80,Sunday,2025-03,Afternoon
CI012609,M0787,2025-03-15,11,Gym Floor,86,Saturday,2025-03,Morning
CI012610,M0787,2025-08-28,19,CrossFit,32,Thursday,2025-08,Evening
CI012611,M0787,2025-06-08,17,CrossFit,54,Sunday,2025-06,Evening
CI012612,M0787,2025-04-30,18,Gym Floor,41,Wednesday,2025-04,Evening
CI012613,M0788,2025-07-08,18,Zumba,80,Tuesday,2025-07,Evening
CI012614,M0788,2025-07-15,21,CrossFit,53,Tuesday,2025-07,Night
CI012615,M0788,2025-04-18,20,Zumba,62,Friday,2025-04,Night
CI012616,M0788,2025-07-12,8,Gym Floor,43,Saturday,2025-07,Early Morning
CI012617,M0788,2025-04-30,19,Strength Training,47,Wednesday,2025-04,Evening
CI012618,M0789,2025-05-22,18,Strength Training,35,Thursday,2025-05,Evening
CI012619,M0789,2025-05-16,9,Gym Floor,37,Friday,2025-05,Early Morning
CI012620,M0789,2025-06-06,19,Gym Floor,26,Friday,2025-06,Evening
CI012621,M0789,2025-04-24,6,HIIT,71,Thursday,2025-04,Early Morning
CI012622,M0789,2025-05-19,18,Gym Floor,79,Monday,2025-05,Evening
CI012623,M0789,2025-08-27,18,Gym Floor,66,Wednesday,2025-08,Evening
CI012624,M0789,2025-08-11,17,CrossFit,65,Monday,2025-08,Evening
CI012625,M0789,2025-04-21,16,Gym Floor,58,Monday,2025-04,Afternoon
CI012626,M0789,2025-07-13,7,Gym Floor,58,Sunday,2025-07,Early Morning
CI012627,M0789,2025-04-10,18,HIIT,58,Thursday,2025-04,Evening
CI012628,M0789,2025-05-02,18,Gym Floor,45,Friday,2025-05,Evening
CI012629,M0789,2025-06-15,10,Cardio,29,Sunday,2025-06,Morning
CI012630,M0789,2025-07-05,16,Gym Floor,61,Saturday,2025-07,Afternoon
CI012631,M0789,2025-06-17,16,Cardio,69,Tuesday,2025-06,Afternoon
CI012632,M0789,2025-03-30,8,Strength Training,42,Sunday,2025-03,Early Morning
CI012633,M0789,2025-06-02,18,Zumba,74,Monday,2025-06,Evening
CI012634,M0789,2025-08-14,8,Yoga,46,Thursday,2025-08,Early Morning
CI012635,M0789,2025-05-18,19,Gym Floor,31,Sunday,2025-05,Evening
CI012636,M0789,2025-07-16,19,Gym Floor,50,Wednesday,2025-07,Evening
CI012637,M0789,2025-07-06,17,Yoga,85,Sunday,2025-07,Evening
CI012638,M0789,2025-08-03,9,Yoga,38,Sunday,2025-08,Early Morning
CI012639,M0789,2025-07-28,20,HIIT,55,Monday,2025-07,Night
CI012640,M0789,2025-06-15,17,Gym Floor,65,Sunday,2025-06,Evening
CI012641,M0789,2025-03-26,10,Gym Floor,60,Wednesday,2025-03,Morning
CI012642,M0789,2025-04-15,19,Gym Floor,64,Tuesday,2025-04,Evening
CI012643,M0789,2025-08-11,19,Strength Training,56,Monday,2025-08,Evening
CI012644,M0789,2025-07-25,12,Gym Floor,47,Friday,2025-07,Morning
CI012645,M0789,2025-07-10,6,Pilates,23,Thursday,2025-07,Early Morning
CI012646,M0789,2025-06-28,18,Cardio,32,Saturday,2025-06,Evening
CI012647,M0789,2025-05-12,19,Pilates,64,Monday,2025-05,Evening
CI012648,M0789,2025-04-25,20,Gym Floor,54,Friday,2025-04,Night
CI012649,M0789,2025-06-04,9,Gym Floor,20,Wednesday,2025-06,Early Morning
CI012650,M0789,2025-03-03,8,Pilates,26,Monday,2025-03,Early Morning
CI012651,M0789,2025-05-12,19,Gym Floor,71,Monday,2025-05,Evening
CI012652,M0789,2025-06-25,21,Gym Floor,60,Wednesday,2025-06,Night
CI012653,M0789,2025-08-09,6,Pilates,28,Saturday,2025-08,Early Morning
CI012654,M0789,2025-07-15,11,Gym Floor,30,Tuesday,2025-07,Morning
CI012655,M0789,2025-04-21,8,Gym Floor,35,Monday,2025-04,Early Morning
CI012656,M0789,2025-03-12,18,HIIT,40,Wednesday,2025-03,Evening
CI012657,M0789,2025-06-01,18,Yoga,28,Sunday,2025-06,Evening
CI012658,M0789,2025-06-26,10,Gym Floor,66,Thursday,2025-06,Morning
CI012659,M0790,2025-07-09,19,Strength Training,54,Wednesday,2025-07,Evening
CI012660,M0790,2025-05-07,17,Zumba,25,Wednesday,2025-05,Evening
CI012661,M0790,2025-08-30,8,CrossFit,50,Saturday,2025-08,Early Morning
CI012662,M0790,2025-04-03,10,HIIT,65,Thursday,2025-04,Morning
CI012663,M0790,2025-03-11,19,Gym Floor,46,Tuesday,2025-03,Evening
CI012664,M0790,2025-05-01,8,HIIT,79,Thursday,2025-05,Early Morning
CI012665,M0790,2025-03-17,16,CrossFit,75,Monday,2025-03,Afternoon
CI012666,M0791,2025-08-28,16,Gym Floor,31,Thursday,2025-08,Afternoon
CI012667,M0791,2025-08-25,6,CrossFit,53,Monday,2025-08,Early Morning
CI012668,M0791,2025-06-20,7,Zumba,46,Friday,2025-06,Early Morning
CI012669,M0791,2025-06-23,7,HIIT,63,Monday,2025-06,Early Morning
CI012670,M0791,2025-03-06,18,Spin,43,Thursday,2025-03,Evening
CI012671,M0791,2025-05-14,7,Zumba,48,Wednesday,2025-05,Early Morning
CI012672,M0791,2025-06-21,18,Gym Floor,62,Saturday,2025-06,Evening
CI012673,M0791,2025-03-18,8,Pilates,40,Tuesday,2025-03,Early Morning
CI012674,M0791,2025-04-28,16,Gym Floor,63,Monday,2025-04,Afternoon
CI012675,M0791,2025-05-20,19,Strength Training,81,Tuesday,2025-05,Evening
CI012676,M0791,2025-06-30,8,Pilates,43,Monday,2025-06,Early Morning
CI012677,M0791,2025-05-12,11,CrossFit,67,Monday,2025-05,Morning
CI012678,M0791,2025-05-01,8,Gym Floor,37,Thursday,2025-05,Early Morning
CI012679,M0791,2025-08-13,6,Gym Floor,39,Wednesday,2025-08,Early Morning
CI012680,M0791,2025-07-16,9,Strength Training,46,Wednesday,2025-07,Early Morning
CI012681,M0791,2025-03-20,20,Gym Floor,28,Thursday,2025-03,Night
CI012682,M0791,2025-05-29,20,Gym Floor,31,Thursday,2025-05,Night
CI012683,M0791,2025-04-02,17,Gym Floor,52,Wednesday,2025-04,Evening
CI012684,M0791,2025-06-06,9,Gym Floor,52,Friday,2025-06,Early Morning
CI012685,M0791,2025-08-07,6,Gym Floor,46,Thursday,2025-08,Early Morning
CI012686,M0792,2025-06-06,9,Yoga,36,Friday,2025-06,Early Morning
CI012687,M0792,2025-07-14,8,Gym Floor,58,Monday,2025-07,Early Morning
CI012688,M0792,2025-03-18,11,Gym Floor,40,Tuesday,2025-03,Morning
CI012689,M0792,2025-08-31,16,HIIT,53,Sunday,2025-08,Afternoon
CI012690,M0792,2025-04-30,10,Gym Floor,87,Wednesday,2025-04,Morning
CI012691,M0792,2025-04-30,10,Gym Floor,49,Wednesday,2025-04,Morning
CI012692,M0792,2025-03-01,16,Yoga,55,Saturday,2025-03,Afternoon
CI012693,M0792,2025-07-02,10,Gym Floor,43,Wednesday,2025-07,Morning
CI012694,M0792,2025-05-27,19,Gym Floor,81,Tuesday,2025-05,Evening
CI012695,M0792,2025-08-02,17,Gym Floor,26,Saturday,2025-08,Evening
CI012696,M0792,2025-06-12,20,Gym Floor,51,Thursday,2025-06,Night
CI012697,M0792,2025-06-23,6,Gym Floor,82,Monday,2025-06,Early Morning
CI012698,M0792,2025-04-04,20,Cardio,60,Friday,2025-04,Night
CI012699,M0792,2025-03-19,19,Gym Floor,60,Wednesday,2025-03,Evening
CI012700,M0792,2025-06-06,10,CrossFit,72,Friday,2025-06,Morning
CI012701,M0792,2025-06-14,18,HIIT,20,Saturday,2025-06,Evening
CI012702,M0792,2025-08-04,21,CrossFit,70,Monday,2025-08,Night
CI012703,M0792,2025-04-30,7,Gym Floor,90,Wednesday,2025-04,Early Morning
CI012704,M0792,2025-03-17,7,Zumba,31,Monday,2025-03,Early Morning
CI012705,M0792,2025-03-14,16,Gym Floor,71,Friday,2025-03,Afternoon
CI012706,M0792,2025-04-13,17,Pilates,34,Sunday,2025-04,Evening
CI012707,M0792,2025-07-07,6,Yoga,76,Monday,2025-07,Early Morning
CI012708,M0792,2025-08-24,18,Zumba,75,Sunday,2025-08,Evening
CI012709,M0792,2025-06-29,6,Gym Floor,79,Sunday,2025-06,Early Morning
CI012710,M0792,2025-07-23,20,Spin,64,Wednesday,2025-07,Night
CI012711,M0793,2025-08-03,20,Pilates,53,Sunday,2025-08,Night
CI012712,M0793,2025-06-26,17,Strength Training,24,Thursday,2025-06,Evening
CI012713,M0793,2025-05-03,20,CrossFit,20,Saturday,2025-05,Night
CI012714,M0793,2025-04-03,7,Cardio,51,Thursday,2025-04,Early Morning
CI012715,M0793,2025-05-20,12,Pilates,64,Tuesday,2025-05,Morning
CI012716,M0793,2025-03-28,19,Zumba,43,Friday,2025-03,Evening
CI012717,M0793,2025-07-16,8,Zumba,47,Wednesday,2025-07,Early Morning
CI012718,M0794,2025-04-21,20,Pilates,50,Monday,2025-04,Night
CI012719,M0794,2025-04-18,12,Yoga,55,Friday,2025-04,Morning
CI012720,M0794,2025-08-28,17,Gym Floor,76,Thursday,2025-08,Evening
CI012721,M0794,2025-05-21,9,Gym Floor,63,Wednesday,2025-05,Early Morning
CI012722,M0794,2025-08-01,17,Cardio,40,Friday,2025-08,Evening
CI012723,M0794,2025-03-12,17,Strength Training,49,Wednesday,2025-03,Evening
CI012724,M0794,2025-06-14,7,Gym Floor,57,Saturday,2025-06,Early Morning
CI012725,M0794,2025-04-04,18,HIIT,55,Friday,2025-04,Evening
CI012726,M0794,2025-06-27,17,Gym Floor,61,Friday,2025-06,Evening
CI012727,M0794,2025-05-10,11,Cardio,73,Saturday,2025-05,Morning
CI012728,M0795,2025-08-01,21,Gym Floor,73,Friday,2025-08,Night
CI012729,M0795,2025-03-15,18,Gym Floor,41,Saturday,2025-03,Evening
CI012730,M0795,2025-07-16,18,Strength Training,110,Wednesday,2025-07,Evening
CI012731,M0795,2025-06-21,17,Cardio,63,Saturday,2025-06,Evening
CI012732,M0795,2025-08-14,17,Pilates,84,Thursday,2025-08,Evening
CI012733,M0795,2025-08-25,21,Gym Floor,45,Monday,2025-08,Night
CI012734,M0795,2025-08-03,6,CrossFit,94,Sunday,2025-08,Early Morning
CI012735,M0795,2025-06-26,18,Gym Floor,90,Thursday,2025-06,Evening
CI012736,M0795,2025-03-27,17,Spin,48,Thursday,2025-03,Evening
CI012737,M0795,2025-07-28,19,Gym Floor,48,Monday,2025-07,Evening
CI012738,M0795,2025-06-13,7,Spin,50,Friday,2025-06,Early Morning
CI012739,M0795,2025-04-09,9,Gym Floor,20,Wednesday,2025-04,Early Morning
CI012740,M0795,2025-08-08,8,Gym Floor,59,Friday,2025-08,Early Morning
CI012741,M0795,2025-08-29,20,Zumba,40,Friday,2025-08,Night
CI012742,M0795,2025-07-15,6,Strength Training,66,Tuesday,2025-07,Early Morning
CI012743,M0795,2025-04-11,18,Gym Floor,75,Friday,2025-04,Evening
CI012744,M0795,2025-03-13,20,Gym Floor,45,Thursday,2025-03,Night
CI012745,M0795,2025-04-07,8,CrossFit,51,Monday,2025-04,Early Morning
CI012746,M0795,2025-07-31,17,Gym Floor,56,Thursday,2025-07,Evening
CI012747,M0795,2025-03-17,10,Spin,70,Monday,2025-03,Morning
CI012748,M0795,2025-04-10,11,Gym Floor,70,Thursday,2025-04,Morning
CI012749,M0795,2025-08-29,16,HIIT,46,Friday,2025-08,Afternoon
CI012750,M0795,2025-07-11,17,Yoga,45,Friday,2025-07,Evening
CI012751,M0795,2025-05-17,11,Gym Floor,63,Saturday,2025-05,Morning
CI012752,M0795,2025-04-29,6,Gym Floor,48,Tuesday,2025-04,Early Morning
CI012753,M0795,2025-04-08,11,Gym Floor,23,Tuesday,2025-04,Morning
CI012754,M0795,2025-06-17,8,Pilates,71,Tuesday,2025-06,Early Morning
CI012755,M0795,2025-07-15,16,Gym Floor,71,Tuesday,2025-07,Afternoon
CI012756,M0795,2025-08-24,19,Strength Training,43,Sunday,2025-08,Evening
CI012757,M0795,2025-06-18,18,Yoga,28,Wednesday,2025-06,Evening
CI012758,M0795,2025-04-15,16,Gym Floor,51,Tuesday,2025-04,Afternoon
CI012759,M0795,2025-03-03,17,Gym Floor,71,Monday,2025-03,Evening
CI012760,M0795,2025-05-27,16,CrossFit,20,Tuesday,2025-05,Afternoon
CI012761,M0795,2025-06-10,21,Pilates,61,Tuesday,2025-06,Night
CI012762,M0795,2025-08-18,9,CrossFit,51,Monday,2025-08,Early Morning
CI012763,M0795,2025-07-02,16,Pilates,20,Wednesday,2025-07,Afternoon
CI012764,M0795,2025-06-06,12,Yoga,41,Friday,2025-06,Morning
CI012765,M0795,2025-08-19,8,Zumba,26,Tuesday,2025-08,Early Morning
CI012766,M0795,2025-05-23,10,Gym Floor,54,Friday,2025-05,Morning
CI012767,M0795,2025-03-11,6,Zumba,76,Tuesday,2025-03,Early Morning
CI012768,M0795,2025-06-06,21,Yoga,32,Friday,2025-06,Night
CI012769,M0795,2025-08-11,19,Yoga,99,Monday,2025-08,Evening
CI012770,M0795,2025-04-13,8,Cardio,79,Sunday,2025-04,Early Morning
CI012771,M0795,2025-06-14,8,Pilates,61,Saturday,2025-06,Early Morning
CI012772,M0795,2025-03-05,8,Gym Floor,56,Wednesday,2025-03,Early Morning
CI012773,M0795,2025-04-12,18,Gym Floor,37,Saturday,2025-04,Evening
CI012774,M0795,2025-06-19,17,Pilates,43,Thursday,2025-06,Evening
CI012775,M0796,2025-08-07,6,Yoga,47,Thursday,2025-08,Early Morning
CI012776,M0796,2025-05-09,21,HIIT,33,Friday,2025-05,Night
CI012777,M0796,2025-06-01,6,Gym Floor,79,Sunday,2025-06,Early Morning
CI012778,M0796,2025-05-30,20,Strength Training,48,Friday,2025-05,Night
CI012779,M0796,2025-06-05,17,Gym Floor,87,Thursday,2025-06,Evening
